ID|Teks_Gabungan|Label_Sentimen|Tanggal|Link
1|CBRE ARA, Pasar Mulai Lirik Right Issue Jumbo Rp1,91 Triliun. EmitenNews.com - Saham Cakra Buana Resources Energi (CBRE) kembali menjadi perhatian pasar. Itu setelah pada perdagangan Jumat,...||1 menit yang lalu|https://www.emitennews.com/news/cbre-ara-pasar-mulai-lirik-right-issue-jumbo-rp191-triliun
2|EMTK Jadwal Dividen 4,5 Persen dari Laba, Yield 0,75 Persen. EmitenNews.com - Elang Mahkota alias Emtek (EMTK) akan menabur dividen Rp305,91 miliar. Alokasi dividen itu, diambil sekitar...||31 menit yang lalu|https://www.emitennews.com/news/emtk-jadwal-dividen-45-persen-dari-laba-yield-075-persen
3|Urbanova, Langkah Strategis KOTA Membangun Edu Hub di Indonesia. EmitenNews.com -PT DMS Propertindo Tbk (KOTA) terus mempertegas transformasi bisnis Perseroan melalui pengembangan kawasan terpadu...||7 jam yang lalu|https://www.emitennews.com/news/urbanova-langkah-strategis-kota-membangun-edu-hub-di-indonesia
4|Ekuitas Negatif Jadi Positif, Inilah Teknik GMFI Reparasi Kinerja. EmitenNews.com -PT Garuda Maintenance Facility Aero Asia Tbk (GMFI), bagian dari Garuda Indonesia Group, sukses menggelar Rapat Umum...||13 jam yang lalu|https://www.emitennews.com/news/ekuitas-negatif-jadi-positif-inilah-teknik-gmfi-reparasi-kinerja
5|Pacu Inovasi Material Hijau, SMGR Perkuat Kolaborasi dengan BRIN. EmitenNews.com - PT Semen Indonesia (Persero) Tbk (SMGR) memperkuat kolaborasi dengan Badan Riset dan Inovasi Nasional (BRIN)....||16 jam yang lalu|https://www.emitennews.com/news/pacu-inovasi-material-hijau-smgr-perkuat-kolaborasi-dengan-brin
6|Indocement (INTP) Setujui Dividen Rp1,54 Triliun, Ingat Jadwalnya. EmitenNews.com - Rapat Umum Pemegang Saham Tahunan (RUPST) PT Indocement Tunggal Prakarsa Tbk. (INTP) Tahun 2026 menyetujui pembagian...||19 jam yang lalu|https://www.emitennews.com/news/indocement-intp-setujui-dividen-rp154-triliun-ingat-jadwalnya
7|AADI Tebar Dividen Final Rp453 per Saham, Yield Tembus 5,5 Persen. EmitenNews.com - PT Adaro Andalan Indonesia Tbk. (AADI) sepakat akan membagikan dividen final USD0,026 per saham atau setara...||20 jam yang lalu|https://www.emitennews.com/news/aadi-tebar-dividen-final-rp453-per-saham-yield-tembus-55-persen
8|Top Line Melesat, Sentral Mitra (LUCK) Catat Kinerja Impresif Q1-2026. EmitenNews.com - Emiten penyedia solusi teknologi informasi, PT Sentral Mitra Informatika Tbk (LUCK), membukukan capaian kinerja...||20 jam yang lalu|https://www.emitennews.com/news/top-line-melesat-sentral-mitra-luck-catat-kinerja-impresif-q1-2026
9|ASRM Tabur Dividen Tunai Segini, Recording Date 4 Juni. EmitenNews.com - PT Asuransi Ramayana Tbk (ASRM) memastikan para pemegang sahamnya memperoleh dividen tunai sebesar 17,17% dari...||21 jam yang lalu|https://www.emitennews.com/news/asrm-tabur-dividen-tunai-segini-recording-date-4-juni
10|Kinerja TUGU Kuartal I 2026 On Track, Begini Prospek ke Depan. EmitenNews.com - Kinerja Asuransi Tugu Pratama Indonesia (TUGU) tetap solid sepanjang kuartal I 2026 di tengah gejolak ekonomi,...||21 jam yang lalu|https://www.emitennews.com/news/kinerja-tugu-kuartal-i-2026-on-track-begini-prospek-ke-depan
11|WEGE Lolos dari Jerat PKPU, Operasional Dipastikan Aman. EmitenNews.com - PT Wijaya Karya Bangunan Gedung Tbk (WEGE) akhirnya terbebas dari ancaman Penundaan Kewajiban Pembayaran Utang...||22 jam yang lalu|https://www.emitennews.com/news/wege-lolos-dari-jerat-pkpu-operasional-dipastikan-aman
12|JTPE Bidik Pendapatan 2026 Rp3 Triliun, Laba Dipatok Tumbuh Dua Digit. EmitenNews.com - PT Jasuindo Tiga Perkasa Tbk (JTPE) membidik pertumbuhan pendapatan dan laba bersih dua digit pada 2026 di tengah...||23 jam yang lalu|https://www.emitennews.com/news/jtpe-bidik-pendapatan-2026-rp3-triliun-laba-dipatok-tumbuh-dua-digit
13|Siarkan Piala Dunia 2026, IRSX Gandeng Huawei Cloud Untuk FolaPlay. EmitenNews.com -PT Folago Global Nusantara Tbk (IDX: IRSX), baru saja mengumumkan kerjasama strategis melalui FolaPlay dengan TVRI...||23 jam yang lalu|https://www.emitennews.com/news/siarkan-piala-dunia-2026-irsx-gandeng-huawei-cloud-untuk-folaplay
14|Emiten Sawit (PSGO) Umumkan Bagi Dividen Rp113M, Setara Rp6 per Saham. EmitenNews.com - PT Palma Serasih Tbk. (PSGO) menetapkan sebaran nominal dividen tunai tertakar Rp113,1 miliar atau Rp6 per saham...||23 jam yang lalu|https://www.emitennews.com/news/emiten-sawit-psgo-umumkan-bagi-dividen-rp113m-setara-rp6-per-saham
15|Aksi Borong Saham Sendiri Komisaris ULTJ, 3 Juta Saham Dikarungkan!. EmitenNews.com - Anggota Dewan Komisaris PT Ultrajaya Milk Industry &amp; Trading Company Tbk (ULTJ), Suhendra Prawirawidjaja...||1 hari yang lalu|https://www.emitennews.com/news/aksi-borong-saham-sendiri-komisaris-ultj-3-juta-saham-dikarungkan
16|Ecocare (HYGN) Sebar Dividen Rp7,5 Miliar Setara Rp3 per Lembar. EmitenNews.com - PT Ecocare Indo Pasifik Tbk. (HYGN) resmi mengumumkan pembagian dividen tunai tahun buku 2025 senilai Rp7.493.460.900...||1 hari yang lalu|https://www.emitennews.com/news/ecocare-hygn-sebar-dividen-rp75-miliar-setara-rp3-per-lembar
17|PTPS Tebar Dividen Final Rp9,75 Miliar, Sekitar Rp11 per Saham. EmitenNews.com - PT Pulau Subur Tbk. (PTPS) akan membagikan dividen tunai final tahun buku 2025 sebesar Rp9,75 miliar atau Rp4,5...||1 hari yang lalu|https://www.emitennews.com/news/ptps-tebar-dividen-final-rp975-miliar-sekitar-rp11-per-saham
18|SCMA Bagikan Dividen Tunai, Intip Nominalnya. EmitenNews.com - Surya Citra Media (SCMA) memastikan pembagian dividen tunai tahun buku 2025 sebesar Rp12 per saham kepada para...||1 hari yang lalu|https://www.emitennews.com/news/scma-bagikan-dividen-tunai-intip-nominalnya
19|Semen Indonesia (SMGR) Tutup Sejumlah Entitas, Demi Efisiensi?. EmitenNews.com - PT Semen Indonesia Tbk (SMGR) melakukan perampingan struktur bisnis dengan membubarkan dan melikuidasi...||1 hari yang lalu|https://www.emitennews.com/news/semen-indonesia-smgr-tutup-sejumlah-entitas-demi-efisiensi
20|KREN Umumkan Rencana Buyback Saham, Restu Ada di RUPSLB. EmitenNews.com - PT Quantum Clovera Investama Tbk (KREN) mengumumkan rencana buyback saham perseroan sebanyak-banyaknya 10% dari...||1 hari yang lalu|https://www.emitennews.com/news/kren-umumkan-rencana-buyback-saham-restu-ada-di-rupslb
21|GOTO Siap Adaptasi Dampak Perpres Prabowo dengan Empat Langkah. EmitenNews.com - PT GoTo Gojek Tokopedia Tbk (GOTO) yang membawahi Gojek, berkomitmen mendukung arahan Presiden Prabowo Subianto...||1 hari yang lalu|https://www.emitennews.com/news/goto-siap-adaptasi-dampak-perpres-prabowo-dengan-empat-langkah
22|Elnusa Perkuat Bisnis Energi Terintegrasi Lewat Inovasi Teknologi. EmitenNews.com - PT Elnusa Tbk (ELSA) terus memperkuat transformasi bisnis sebagai perusahaan jasa energi terintegrasi melalui...||1 hari yang lalu|https://www.emitennews.com/news/elnusa-perkuat-bisnis-energi-terintegrasi-lewat-inovasi-teknologi
23|Usai 9 Hari Disuspensi, Saham CTTH Dibuka BEI Langsung ARB 9,9 Persen. EmitenNews.com - Bursa Efek Indonesia (BEI) membuka kembali perdagangan saham PT Citatah Tbk. (CTTH) emiten penyedia barang perindustrian...||1 hari yang lalu|https://www.emitennews.com/news/usai-9-hari-disuspensi-saham-ctth-dibuka-bei-langsung-arb-99-persen
24|Lima Saham Kompak Masuk Radar UMA BEI, Ada RLCO dan PYFA. EmitenNews.com - Bursa Efek Indonesia (BEI) menetapkan lima saham dalam daftar Unusual Market Activity (UMA) pada perdagangan...||1 hari yang lalu|https://www.emitennews.com/news/lima-saham-kompak-masuk-radar-uma-bei-ada-rlco-dan-pyfa
25|IHSG Turun Gunung, Saham Teknologi dan Ritel Tertekan. EmitenNews.com - Indeks Harga Saham Gabungan (IHSG) masih bergerak di zona merah pada perdagangan hari ini. Berdasarkan data...||1 hari yang lalu|https://www.emitennews.com/news/ihsg-turun-gunung-saham-teknologi-dan-ritel-tertekan
26|Laba Drop 83 Persen, BIPI Berlumur Defisit USD192,83 Juta. EmitenNews.com - Astrindo Nusantara (BIPI) sepanjang 2025 mencatat laba bersih USD1,09 juta. Drop 83 persen dari periode sama...||1 hari yang lalu|https://www.emitennews.com/news/laba-drop-83-persen-bipi-berlumur-defisit-usd19283-juta
27|LFLO Pastikan Bagi Dividen Tunai, Ini Besarannya. EmitenNews.com - PT Imago Mulia Persada Tbk (LFLO) memastikan para pemegang saham mendapat kucuran dividen tunai mencapai Rp6...||1 hari yang lalu|https://www.emitennews.com/news/lflo-pastikan-bagi-dividen-tunai-ini-besarannya
28|Melejit 43,84 Persen, April BTN Catat Laba Konsolidasi Rp1,45 Triliun. EmitenNews.com - Bank Tabungan Negara (BBTN) mencatat pertumbuhan kinerja konsolidasi positif hingga April 2026. Perseroan bersama...||1 hari yang lalu|https://www.emitennews.com/news/melejit-4384-persen-april-btn-catat-laba-konsolidasi-rp145-triliun
29|ASLC Jadwal Dividen Minimalis, Cum Date 29 Mei. EmitenNews.com - Autopedia (ASLC) memutuskan membagi dividen Rp12,7 miliar miliar. Alokasi dividen itu, diambil sekitar 28,25...||1 hari yang lalu|https://www.emitennews.com/news/aslc-jadwal-dividen-minimalis-cum-date-29-mei
30|Kerek Likuiditas, Grup Lippo (MLPT) Stock Split 1:25. EmitenNews.com - Multipolar Technology (MLPT) akan menggandakan nilai nominal saham atau stock split dengan rasio 1:25....||1 hari yang lalu|https://www.emitennews.com/news/kerek-likuiditas-grup-lippo-mlpt-stock-split-125
31|NELY Tabur Dividen 57,07 Persen Laba, Cum Date 2 Juni 2026. EmitenNews.com - Pelayaran Nelly (NELY) akan menebar dividen tunai Rp23,5 miliar. Obral dividen itu, diambil sekitar 57,07 persen...||1 hari yang lalu|https://www.emitennews.com/news/nely-tabur-dividen-5707-persen-laba-cum-date-2-juni-2026
32|Aset Gede, Emiten Hary Tanoe (BHIT) Private Placement 8,6 Miliar Helai. EmitenNews.com - MNC Asia (BHIT) bakal menggeber private placement 8,6 miliar lembar. Penerbitan saham baru itu, maksimal 10...||1 hari yang lalu|https://www.emitennews.com/news/aset-gede-emiten-hary-tanoe-bhit-private-placement-86-miliar-helai
33|PPGL Jadwal Dividen Rp39,5 per Lembar dengan Yield 22,19 Persen. EmitenNews.com - Prima Globalindo (PPGL) akan menebar dividen tunai Rp30,46 miliar. Alokasi dividen itu, diambil dari sebagian...||1 hari yang lalu|https://www.emitennews.com/news/ppgl-jadwal-dividen-rp395-per-lembar-dengan-yield-2219-persen
34|Aset Gendut, INET Jadwal Dividen dari Laba 2025. EmitenNews.com - Sinergi Inti (INET) akan menebar dividen tunai Rp894,96 juta. Besaran dividen itu disisihkan sekitar 3,65 persen...||1 hari yang lalu|https://www.emitennews.com/news/aset-gendut-inet-jadwal-dividen-dari-laba-2025
35|TOWR Tebar Dividen Rp400,08 Miliar, Cum Date 2 Juni 2026. EmitenNews.com - Sarana Menara (TOWR) akan mendistribusikan dividen tunai Rp800 miliar. Alokasi dividen itu, diambil sekitar...||1 hari yang lalu|https://www.emitennews.com/news/towr-tebar-dividen-rp40008-miliar-cum-date-2-juni-2026
36|ITSEC Asia (CYBR) Fokus Ekspansi AI dan Cyber Security di 2026. EmitenNews.com - PT ITSEC Asia Tbk (CYBR) menegaskan fokus ekspansi bisnis perseroan pada 2026 akan diarahkan ke pengembangan...||1 hari yang lalu|https://www.emitennews.com/news/itsec-asia-cybr-fokus-ekspansi-ai-dan-cyber-security-di-2026
37|Ada Gabriel Rey dan Andry Hakim Standby Buyer Right Issue CBRE. EmitenNews.com - Cakra Buana Resources Energi (CBRE) menyampaikan penjelasan tambahan kepada Bursa Efek Indonesia (BEI) mengenai rencana...||1 hari yang lalu|https://www.emitennews.com/news/ada-gabriel-rey-dan-andry-hakim-standby-buyer-right-issue-cbre
38|DSSA Satu-Satunya Saham HSC RI di FTSE, Bakal Bertahan atau Terdepak?. EmitenNews.com - Lembaga penyedia indeks global, FTSE Russell, kembali menyoroti saham-saham Indonesia dengan konsentrasi kepemilikan...||1 hari yang lalu|https://www.emitennews.com/news/dssa-satu-satunya-saham-hsc-ri-di-ftse-bakal-bertahan-atau-terdepak
39|RUPST Ultra Voucher (UVCR) Restui Dividen, ESOP dan MSOP. EmitenNews.com - PT Trimegah Karya Pratama Tbk (UVCR) atau Ultra Voucher telah menyelenggarakan Rapat Umum Pemegang Saham Tahunan...||1 hari yang lalu|https://www.emitennews.com/news/rupst-ultra-voucher-uvcr-restui-dividen-esop-dan-msop
40|JSMR Bagi Dividen Rp1,13 Triliun, Yield 5,22 Persen, Cum Date 2 Juni. EmitenNews.com - Jasa Marga (JSMR) bakal menebar dividen Rp1,13 triliun. Besaran dividen tunai itu, diambil sekitar 30,98 persen...||1 hari yang lalu|https://www.emitennews.com/news/jsmr-bagi-dividen-rp113-triliun-yield-522-persen-cum-date-2-juni
41|RATU Dapat Restu Akuisisi SMS, Pemilik 20 Persen PI Madura Strait PSC. EmitenNews.com - Emiten energi PT Raharja Energi Cepu Tbk (RATU) resmi mengantongi persetujuan pemegang saham untuk melanjutkan...||1 hari yang lalu|https://www.emitennews.com/news/ratu-dapat-restu-akuisisi-sms-pemilik-20-persen-pi-madura-strait-psc
42|AMMN Kembali Absen Bagi Dividen, Terima Pengunduran Diri Dua Petinggi. EmitenNews.com - Emiten tambang tembaga dan emas milik Grup Salim dan Medco, PT Amman Mineral Internasional Tbk (AMMN), memutuskan...||1 hari yang lalu|https://www.emitennews.com/news/ammn-kembali-absen-bagi-dividen-terima-pengunduran-diri-dua-petinggi
43|TPIA Klarifikasi ARB Beruntun Imbas Isu Margin Call di 4 Rekening Bank. EmitenNews.com - Induk usaha PT Chandra Asri Pacific Tbk. (TPIA) yaitu PT Barito Pacific Tbk. (BRPT) buka suara menanggapi...||1 hari yang lalu|https://www.emitennews.com/news/tpia-klarifikasi-arb-beruntun-imbas-isu-margin-call-di-4-rekening-bank
44|RISE Hadirkan Vasa Suites, Konsep Smart Luxury, Sasar Segmen High-End. EmitenNews.com - Jaya Sukses Makmur Sentosa (RISE) terus memperkuat ekspansi bisnis. Itu dilakukan melalui pengembangan proyek...||1 hari yang lalu|https://www.emitennews.com/news/rise-hadirkan-vasa-suites-konsep-smart-luxury-sasar-segmen-high-end
45|Perkuat Komitmen, RMKE Bagi Dividen Rp130,9 Miliar. EmitenNews.com - RMK Energy (RMKE), perusahaan penyedia jasa logistik batubara terintegrasi, dan perdagangan batu bara, bakal...||1 hari yang lalu|https://www.emitennews.com/news/perkuat-komitmen-rmke-bagi-dividen-rp1309-miliar
46|April 2026, BTN Catat Laba Rp1,16 Triliun, Melesat 55,84 Persen. EmitenNews.com - Bank Tabungan Negara (BBTN) mencatat pertumbuhan kinerja solid hingga April 2026 di tengah dinamika likuiditas...||21/05/2026, 13:49 WIB|https://www.emitennews.com/news/april-2026-btn-catat-laba-rp116-triliun-melesat-5584-persen
47|SRSN Bagi Dividen Rp6,6 Miliar, Gaji Direksi-Komisaris Rp13,3 Miliar. EmitenNews.com - PT Indo Acidatama Tbk (SRSN) menetapkan kucuran dividen bagi para pemegang saham sebesar Rp6,62 miliar atau...||21/05/2026, 13:30 WIB|https://www.emitennews.com/news/srsn-bagi-dividen-rp66-miliar-gaji-direksi-komisaris-rp133-miliar
48|RMKE Tebar Dividen Rp30 per Saham, Setara 54,1 Persen Laba 2025. EmitenNews.com - PT RMK Energy Tbk. (RMKE) emiten jasa logistik batu bara itu menyetujui pembagian dividen tunai Rp130,9 miliar...||21/05/2026, 13:18 WIB|https://www.emitennews.com/news/rmke-tebar-dividen-rp30-per-saham-setara-541-persen-laba-2025
49|Armada Berjaya Trans (JAYA) Siapkan Ekspansi Tiga Lini Bisnis. EmitenNews.com - PT Armada Berjaya Trans Tbk (JAYA) memaparkan ekspansi bisnis dalam Public Expose Tahunan yang digelar Selasa...||21/05/2026, 13:01 WIB|https://www.emitennews.com/news/armada-berjaya-trans-jaya-siapkan-ekspansi-tiga-lini-bisnis
50|CSRN Targetkan Pendapatan Tumbuh Dua Digit, Fokus Transformasi Hijau. EmitenNews.com - PT CARSURIN Tbk (CSRN), perusahaan Testing, Inspection, and Certification (TIC) pertama di Indonesia yang tercatat...||21/05/2026, 12:45 WIB|https://www.emitennews.com/news/csrn-targetkan-pendapatan-tumbuh-dua-digit-fokus-transformasi-hijau
51|CPIN Bagi Dividen Rp180 per Saham, Payout 52,4 Persen dari Laba 2025. EmitenNews.com - PT Charoen Pokphand Indonesia Tbk. (CPIN) akan membagikan dividen tunai Rp180 per saham untuk tahun buku 2025,...||21/05/2026, 11:08 WIB|https://www.emitennews.com/news/cpin-bagi-dividen-rp180-per-saham-payout-524-persen-dari-laba-2025
52|Kabar Gembira, CPIN Tebar Dividen Tunai Rp2,95 Triliun. EmitenNews.com - PT Charoen Pokphand Indonesia Tbk (CPIN) akan membagikan dividen tunai sebesar Rp2,95 triliun dari laba tahun buku...||21/05/2026, 10:37 WIB|https://www.emitennews.com/news/kabar-gembira-cpin-tebar-dividen-tunai-rp295-triliun
53|Anak Usaha TOWR Akan Tebar Dividen Final, Minta Restu RUPST. EmitenNews.com - PT Profesional Telekomunikasi Indonesia (Protelindo) berencana mengucurkan dividen final untuk tahun buku 2025 dengan...||21/05/2026, 10:04 WIB|https://www.emitennews.com/news/anak-usaha-towr-akan-tebar-dividen-final-minta-restu-rupst
54|BEI Lepas Suspensi Sehari SHIP, Sempat Melesat Berakhir Terperosok. EmitenNews.com - Bursa Efek Indonesia (BEI) membuka kembali suspensi perdagangan saham PT Sillo Maritime Perdana Tbk. (SHIP)...||21/05/2026, 10:02 WIB|https://www.emitennews.com/news/bei-lepas-suspensi-sehari-ship-sempat-melesat-berakhir-terperosok
55|Capai 33 Persen, BBTN Salurkan KPP Rp3 Triliun. EmitenNews.com - Bank Tabungan Negara (BBTN) terus memperkuat peran dalam ekosistem perumahan nasional. Itu dilakukan melalui...||21/05/2026, 08:50 WIB|https://www.emitennews.com/news/capai-33-persen-bbtn-salurkan-kpp-rp3-triliun
56|PGAS Serap LNG Blok Masela, Pasokan Gas Domestik Aman. EmitenNews.com - Perusahaan Gas Negara alias PGN (PGAS) menyerap LNG dan gas bumi dari Proyek Abadi LNG, Blok Masela. Itu menyusul...||21/05/2026, 08:40 WIB|https://www.emitennews.com/news/pgas-serap-lng-blok-masela-pasokan-gas-domestik-aman
57|BBLD Bagi Dividen 30 Persen Laba, padahal Kinerja Tertekan. EmitenNews.com - Buana Finance (BBLD) akan menebar dividen tunai Rp4,11 miliar. Alokasi dividen itu, diambil sekitar 30,62 persen...||21/05/2026, 08:12 WIB|https://www.emitennews.com/news/bbld-bagi-dividen-30-persen-laba-padahal-kinerja-tertekan
58|IRSX Salurkan Dividen Mini, Cair 10 Juni 2026. EmitenNews.com - Folago (IRSX) akan menebar dividen mini Rp1,05 miliar. Alokasi dividen itu, diambil sekian persen dari tabulasi...||21/05/2026, 07:20 WIB|https://www.emitennews.com/news/irsx-salurkan-dividen-mini-cair-10-juni-2026
59|BBSI Tahan Laba 100 Persen, Fokus Penguatan Ekosistem Digital. EmitenNews.com - Krom Bank (BBSI) mengalokasikan 100 persen laba bersih tahun buku 2025 sebesar Rp143 mliar untuk menambah saldo...||21/05/2026, 07:00 WIB|https://www.emitennews.com/news/bbsi-tahan-laba-100-persen-fokus-penguatan-ekosistem-digital
60|Saham BNBR Fluktuatif, Levoca Serok 14,67 Miliar Lembar. EmitenNews.com - Levoca Enterprise Ltd menambah timbunan saham Bakrie &amp; Brothers (BNBR). Itu dibuktikan dengan menyerok 14.679.337.000...||21/05/2026, 06:40 WIB|https://www.emitennews.com/news/saham-bnbr-fluktuatif-levoca-serok-1467-miliar-lembar
61|Berstatus HSC, Emiten ini Tetap Bagi Dividen, Cum Date 26 Mei. EmitenNews.com - Ifishdeco (IFSH) akan membagi dividen tunai Rp50 miliar. Besaran dividen itu, diambil sekitar 69,32 persen dari...||21/05/2026, 06:20 WIB|https://www.emitennews.com/news/berstatus-hsc-emiten-ini-tetap-bagi-dividen-cum-date-26-mei
62|April 2026 Laba Meledak, Keuangan SUPA Terkonsolidasi Grab. EmitenNews.com - Super Bank Indonesia (SUPA), bank dengan layanan digital didukung Grab, Emtek, Singtel, KakaoBank, dan GXS Bank,...||21/05/2026, 06:00 WIB|https://www.emitennews.com/news/april-2026-laba-meledak-keuangan-supa-terkonsolidasi-grab
63|Prospek GULA 2026: Kombinasi Fundamental & Katalis Positif Swasembada. EmitenNews.com -PT Aman Agrindo Tbk (GULA) telah merilis laporan keuangan konsolidasian untuk periode kuartal pertama tahun 2026....||21/05/2026, 05:45 WIB|https://www.emitennews.com/news/prospek-gula-2026-kombinasi-fundamental-katalis-positif-swasembada
64|Geber Ekspansi! RUPSLB Jantra (KAQI) Restui Ubah KBLI dan Direksi. EmitenNews.com -Emiten bengkel spesialis kaki-kaki mobil, PT Jantra Grupo Indonesia Tbk. (KAQI) menetapkan susunan direksi baru dalam...||21/05/2026, 05:25 WIB|https://www.emitennews.com/news/geber-ekspansi-rupslb-jantra-kaqi-restui-ubah-kbli-dan-direksi
65|Gencar Ekspansi! IBOS Buka Restoran Khas Mediterania di Jogja. EmitenNews.com -PT Indo Boga Sukses Tbk (IBOS) memperkuat strategi ekspansi bisnis di sektor food and beverage (F&amp;B) melalui pembukaan...||21/05/2026, 05:00 WIB|https://www.emitennews.com/news/gencar-ekspansi-ibos-buka-restoran-khas-mediterania-di-jogja
66|HMSP Jadwal Dividen 99,2 Persen Laba, Cum Date 26 Mei 2026. EmitenNews.com - HM Sampoerna (HMSP) bakal menebar dividen tunai Rp6,55 triliun. Alokasi dividen itu, diambil sekitar 99,2 persen...||20/05/2026, 22:35 WIB|https://www.emitennews.com/news/hmsp-jadwal-dividen-992-persen-laba-cum-date-26-mei-2026
67|Telkom (TLKM) Bidik Pasar Sovereign AI, Siapkan Platform AdyaCakra. EmitenNews.com - PT Telkom Indonesia (Persero) Tbk (TLKM) tengah menyiapkan inisiatif &ldquo;AdyaCakra&rdquo;, sebuah platform...||20/05/2026, 21:46 WIB|https://www.emitennews.com/news/telkom-tlkm-bidik-pasar-sovereign-ai-siapkan-platform-adyacakra
68|Usai RUPST 2026, Bank Raya (AGRO) Optimistis Makin Kuat Melangkah. EmitenNews.com - Manajemen PT Bank Raya Indonesia Tbk. (AGRO) optimistis semakin kuat melangkah sebagai bank digital bagian dari...||20/05/2026, 19:34 WIB|https://www.emitennews.com/news/usai-rupst-2026-bank-raya-agro-optimistis-makin-kuat-melangkah
69|Bidik Produksi 700 Ribu Ton, CSRA Patok Pendapatan Rp2 Triliun di 2026. EmitenNews.com -Emiten perkebunan kelapa sawit, PT Cisadane Sawit Raya Tbk (CSRA), menetapkan target kinerja yang optimis untuk tahun...||20/05/2026, 18:18 WIB|https://www.emitennews.com/news/bidik-produksi-700-ribu-ton-csra-patok-pendapatan-rp2-triliun-di-2026
70|SUPR Siap Go Private, Protelindo Tawarkan Rp45.000 per Saham. EmitenNews.com -PT Solusi Tunas Pratama Tbk (SUPR) mengungkap rincian terbaru rencana go private dan delisting perseroan dalam paparan...||20/05/2026, 17:35 WIB|https://www.emitennews.com/news/supr-siap-go-private-protelindo-tawarkan-rp45000-per-saham
71|GEMS Bagi Dividen USD80 Juta, Payout Ratio 31 Persen dari Laba 2025. EmitenNews.com - PT Golden Energy Mines Tbk. (GEMS) akan membagikan dividen tunai tahun buku 2025 senilai USD80 juta atau USD0,0136...||20/05/2026, 17:08 WIB|https://www.emitennews.com/news/gems-bagi-dividen-usd80-juta-payout-ratio-31-persen-dari-laba-2025
72|Folago (IRSX) Kantongi Izin OTT Piala Dunia 2026. EmitenNews.com -PT Folago Global Nusantara Tbk (IRSX) melalui aplikasi streaming OTT FolaPlay resmi mengumumkan kolaborasi strategis...||20/05/2026, 16:21 WIB|https://www.emitennews.com/news/folago-irsx-kantongi-izin-ott-piala-dunia-2026
73|UNIC Bagi Dividen Final Rp554,6 Miliar, Yield 11,3 Persen!. EmitenNews.com - PT Unggul Indah Cahaya Tbk. (UNIC) mengumumkan pembagian dividen tunai tahun buku 2025 senilai USD 36,86 juta...||20/05/2026, 16:20 WIB|https://www.emitennews.com/news/unic-bagi-dividen-final-rp5546-miliar-yield-113-persen
74|Medela Potentia (MDLA) Jual Lahan ke Afiliasi, Harga Rp11,98 Miliar. EmitenNews.com - PT Medela Potentia Tbk (MDLA) melalui entitas anaknya, PT Anugrah Argon Medica (AAM), melakukan transaksi penjualan...||20/05/2026, 16:10 WIB|https://www.emitennews.com/news/medela-potentia-mdla-jual-lahan-ke-afiliasi-harga-rp1198-miliar
75|TCID Tebar Dividen Hampir 100 Persen dari Laba, Rp38 per Saham. EmitenNews.com - PT Mandom Indonesia Tbk. (TCID) resmi membagikan dividen tunai nyaris 100 persen dari laba 2025. Besarnya Rp38...||20/05/2026, 15:58 WIB|https://www.emitennews.com/news/tcid-tebar-dividen-hampir-100-persen-dari-laba-rp38-per-saham
76|Kinerja Solid, MBAP Efisiensi, dan Genjot Nonbatu Bara. EmitenNews.com - Mitrabara Adiperdana (MBAP) menutup tahun buku 2025 dengan kinerja positif. Capaian itu di tengah dinamika industri...||20/05/2026, 15:37 WIB|https://www.emitennews.com/news/kinerja-solid-mbap-efisiensi-dan-genjot-nonbatu-bara
77|TCID Tebar Dividen, Senilai Rp15,28 Miliar. EmitenNews.com - PT Mandom Indonesia Tbk (TCID) mengumumkan pembagian dividen tunai tahun buku 2025 sebesar Rp15,28 miliar atau...||20/05/2026, 15:19 WIB|https://www.emitennews.com/news/tcid-tebar-dividen-senilai-rp1528-miliar
78|Dirut Telkom: Dividen Tahun Ini Minimal Sama dengan Tahun Lalu. EmitenNews.com - Dian Siswarini, Direktur Utama PT Telkom Indonesia (Persero) Tbk (TLKM) menyampaikan bahwa Perseroan berkomitmen...||20/05/2026, 15:01 WIB|https://www.emitennews.com/news/dirut-telkom-dividen-tahun-ini-minimal-sama-dengan-tahun-lalu
79|Pengendali DKFT Borong Partai Jumbo 121,55 Juta Saham Senilai Rp91,16M. EmitenNews.com - PT Jinsheng Mining selaku Pemegang Saham Pengendali (PSP) PT Central Omega Resources Tbk. (DKFT) kembali menambah...||20/05/2026, 13:45 WIB|https://www.emitennews.com/news/pengendali-dkft-borong-partai-jumbo-12155-juta-saham-senilai-rp9116m
80|Wismilak (WIIM) Tebar Dividen, Besarnya Rp104,4 per Saham. EmitenNews.com - PT Wismilak Inti Makmur Tbk (WIIM) resmi mengumumkan pembagian dividen tunai sebesar Rp104,4 per saham kepada...||20/05/2026, 13:10 WIB|https://www.emitennews.com/news/wismilak-wiim-tebar-dividen-besarnya-rp1044-per-saham
81|Pecah Telur, RGAS Bagi Dividen dengan Yield 1,1 Persen. EmitenNews.com - Kian Santang (RGAS) bakal menebar dividen tunai Rp1,6 miliar. Alokasi dividen itu, diambil sekitar 10,14 persen...||20/05/2026, 12:58 WIB|https://www.emitennews.com/news/pecah-telur-rgas-bagi-dividen-dengan-yield-11-persen
